phone_no,customer_segment,gender,number_of_children,income,marital_status,owns_vehicle,age_of_vehicle,vehicle_type,value_of_vehicle,accomodation_status_rented_own,owns_house,age_of_house,value_of_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,account_id
945-894-3201,gold,male,5,80110.58,married,yes,2.0,car,602135.0,own,yes,22.0,75072216.0,pilot,768,12,50,69,11,High school,Paranaíba,48,business,temporary,3/11/2019,98078.0,15286.0,66735.0,28830.0,28718.0,37503.0,55704.0,41058.0,30105.0,10281.0,,98304.0,6,7,8,5,9,1,9,3,9,2,6,5,28686,others,leisure,7550936,13,100000000802
613-882-6177,gold,male,2,46783.93,married,yes,7.0,car,526904.0,rented,no,,,pilot,772,57,82,10,13,Degree,Anh Son,28,employed,permanent,6/15/2019,50455.0,25648.0,,89487.0,48624.0,35269.0,87726.0,11822.0,10858.0,13521.0,54836.0,54785.0,6,2,9,5,5,8,2,5,2,6,2,5,24208,food,travel,5327907,85,100000000803
838-278-2894,gold,male,2,36722.2,married,yes,11.0,car,442839.0,own,yes,20.0,66920650.0,doctor,378,46,63,82,4,Degree,Maghār,28,employed,permanent,5/31/2019,61728.0,19940.0,34445.0,57096.0,94228.0,57284.0,55113.0,87337.0,20899.0,81274.0,81328.0,28127.0,7,2,6,4,7,10,5,1,1,9,10,8,23668,hobby,hobby,6636634,11,100000000804
865-218-1656,silver,female,4,25500.27,married,yes,5.0,bike,174107.0,own,yes,18.0,69360666.0,doctor,301,57,84,63,7,Degree,Kakuda,34,employed,temporary,3/15/2019,19693.0,96522.0,43552.0,43056.0,23643.0,55930.0,98339.0,94421.0,67075.0,19151.0,38112.0,91524.0,9,4,2,5,8,7,5,5,4,1,2,7,28355,food,hospital,2879078,49,100000000805
176-707-8792,silver,female,5,81629.32,married,yes,6.0,car,676838.0,own,yes,15.0,73480504.0,farmer,294,75,94,59,1,High school,Indaial,38,employed,permanent,4/28/2019,45617.0,46643.0,89636.0,36630.0,23334.0,29658.0,,30726.0,16184.0,,,55921.0,1,5,4,4,9,5,1,3,5,5,8,4,23598,leisure,travel,3955067,70,100000000806
116-869-9723,silver,female,3,86746.39,married,no,,car,,rented,no,,,technicians,780,41,6,63,1,Degree,Great Neck,54,business,temporary,5/27/2019,,24417.0,57404.0,65633.0,47882.0,23551.0,35246.0,,60876.0,66338.0,,98823.0,2,2,1,4,6,4,1,3,8,4,5,3,21035,others,travel,647855,52,100000000807
330-539-9688,gold,female,2,64127.4,unmarried,yes,8.0,car,941135.0,own,yes,17.0,67933224.0,pilot,617,33,33,65,7,Degree,Chvalšiny,57,employed,temporary,6/17/2019,58637.0,45682.0,38407.0,26588.0,31753.0,44843.0,84071.0,11530.0,40979.0,88256.0,46331.0,64236.0,3,3,2,5,9,9,9,3,5,3,9,5,29665,others,hobby,7960709,14,100000000808
849-340-4335,gold,female,0,53022.86,unmarried,yes,11.0,car,851200.0,own,yes,1.0,59904904.0,shop_owner,587,27,86,2,4,High school,Pittsburgh,57,business,permanent,4/5/2019,33875.0,,48202.0,33401.0,22596.0,83581.0,97131.0,62438.0,39231.0,57812.0,56526.0,84373.0,6,9,6,6,7,9,2,8,8,1,8,1,22232,travel,tech,957793,87,100000000809
887-647-1941,gold,male,3,24988.54,married,no,,car,,own,yes,13.0,80966128.0,politician,272,18,74,63,1,High school,Níkaia,25,business,temporary,5/9/2019,21138.0,29941.0,,87861.0,25193.0,94324.0,65918.0,44828.0,85788.0,43601.0,84577.0,91334.0,5,7,10,5,1,6,9,8,6,10,3,7,26326,travel,food,4238904,77,100000000810
773-448-7997,silver,female,2,31760.92,married,no,,car,,own,yes,16.0,4971845.0,technicians,469,14,73,58,14,Degree,El Espino,48,business,temporary,5/1/2019,29633.0,68542.0,13766.0,21785.0,22756.0,22396.0,45854.0,46603.0,37140.0,64010.0,19169.0,17522.0,9,10,2,1,5,2,6,5,6,4,8,8,26033,hobby,food,2522647,78,100000000811
837-541-2881,gold,male,0,69468.72,married,no,,bike,,rented,no,,,engineer,774,90,45,40,6,Degree,Phon Charoen,36,employed,permanent,6/4/2019,34585.0,24650.0,56131.0,42475.0,35656.0,,22119.0,89585.0,82115.0,30807.0,47507.0,30490.0,3,6,3,3,9,9,3,4,3,7,7,3,29808,others,others,912326,53,100000000812
912-982-1885,gold,male,2,27792.14,married,no,,bike,,own,yes,16.0,37290562.0,unskilled_labour,791,33,24,26,8,High school,Bagé,31,business,temporary,5/4/2019,81317.0,81834.0,,10645.0,,57397.0,,28603.0,23802.0,40996.0,,61853.0,9,8,3,3,3,4,1,8,7,4,3,6,20152,tech,leisure,8429555,29,100000000813
947-791-7217,gold,female,5,63510.33,unmarried,no,,bike,,own,yes,11.0,29914542.0,teacher,705,37,86,63,13,Degree,Kingisepp,57,business,permanent,5/20/2019,11840.0,27630.0,38221.0,47928.0,19643.0,49883.0,86604.0,29783.0,82140.0,12246.0,53489.0,64869.0,3,2,1,4,1,5,2,7,4,5,7,3,29341,hobby,hobby,5386952,90,100000000814
643-275-8242,silver,male,5,32886.0,unmarried,yes,1.0,car,715328.0,own,yes,11.0,2931308.0,farmer,386,42,18,49,8,High school,Ţawr al Bāḩah,38,employed,permanent,5/29/2019,62114.0,24922.0,14063.0,28971.0,43023.0,,40017.0,56839.0,,36046.0,29693.0,47272.0,7,3,10,8,1,6,10,6,5,9,7,5,27208,travel,leisure,5078269,67,100000000815
983-738-9618,gold,male,0,36963.72,unmarried,no,,bike,,rented,no,,,unskilled_labour,847,19,97,31,7,High school,Kuafeu,39,business,temporary,3/10/2019,10352.0,87984.0,92861.0,42970.0,38056.0,93221.0,96050.0,,61409.0,56059.0,26366.0,85064.0,1,7,7,2,9,2,1,3,9,6,8,2,26255,hospital,others,3816140,40,100000000816
316-159-6745,gold,male,3,81413.78,married,yes,5.0,bike,903983.0,own,yes,15.0,57690819.0,engineer,742,59,77,50,7,Degree,Potoci,48,employed,permanent,4/1/2019,88190.0,61147.0,15541.0,90901.0,,52543.0,94118.0,19252.0,,91167.0,40153.0,29872.0,7,1,3,6,3,3,8,2,7,6,3,4,24452,hospital,hospital,2643056,39,100000000817
911-150-7061,silver,male,1,28213.32,married,no,,bike,,own,yes,11.0,5406412.0,technicians,629,24,10,66,8,High school,Bunol,50,employed,temporary,5/9/2019,93831.0,11702.0,94136.0,92568.0,95677.0,14578.0,96246.0,98434.0,85993.0,93225.0,93331.0,84230.0,4,2,6,5,1,1,6,5,10,5,10,6,29436,leisure,tech,6730480,86,100000000818
748-295-0350,gold,female,3,78559.52,unmarried,yes,5.0,car,857369.0,rented,no,,,engineer,450,29,88,39,14,Degree,Ar Rubū‘,56,employed,temporary,3/18/2019,,86516.0,13689.0,33371.0,36295.0,63148.0,96274.0,13293.0,34877.0,44083.0,27779.0,88804.0,4,7,5,3,5,8,10,4,8,1,5,9,29077,hospital,food,7666761,51,100000000819
282-587-7783,silver,male,5,39404.58,unmarried,yes,10.0,car,200514.0,own,yes,12.0,58214268.0,pilot,644,55,81,83,3,High school,Dami,26,business,temporary,6/24/2019,63559.0,21184.0,29396.0,38560.0,36293.0,50511.0,11746.0,59195.0,40996.0,13933.0,,,10,1,9,1,8,10,10,7,9,9,3,1,20776,tech,food,7178936,82,100000000820
635-757-5568,silver,male,0,51371.69,married,no,,car,,rented,no,,,driver,566,24,75,26,4,Degree,Krasnyy Gulyay,25,business,temporary,4/12/2019,63465.0,53820.0,88262.0,46654.0,19301.0,51137.0,84017.0,54535.0,43289.0,10391.0,23532.0,57280.0,2,10,1,7,9,2,7,1,3,7,6,10,26939,leisure,hobby,4390380,32,100000000821
567-572-3931,gold,male,3,49655.82,married,no,,bike,,rented,no,,,nurse,490,55,73,22,14,High school,Mel’nikovo,42,employed,permanent,5/30/2019,18907.0,90191.0,82807.0,84396.0,97101.0,61266.0,,10396.0,97989.0,64284.0,59876.0,10172.0,3,10,1,3,7,3,10,8,2,2,7,9,24970,hobby,hospital,1206430,5,100000000822
206-169-9274,silver,female,0,48111.59,unmarried,yes,4.0,bike,278344.0,own,yes,15.0,83636769.0,unskilled_labour,772,82,6,40,10,High school,Krajansumbermujur,50,business,permanent,4/5/2019,60134.0,35534.0,49164.0,36031.0,29097.0,36833.0,68086.0,91573.0,42197.0,51752.0,,30910.0,10,2,6,5,10,4,9,3,7,3,4,9,22999,hobby,tech,2809059,94,100000000823
492-706-0775,gold,male,1,20065.61,married,yes,1.0,bike,809185.0,rented,no,,,farmer,621,84,88,46,12,High school,Dem’yanovo,47,employed,temporary,5/3/2019,86777.0,98585.0,99378.0,69161.0,80557.0,31451.0,46576.0,23441.0,64534.0,86195.0,,11634.0,6,2,7,8,6,1,4,6,10,2,9,5,22136,food,travel,1290654,76,100000000824
610-971-2395,silver,female,2,89967.04,unmarried,yes,1.0,bike,666980.0,own,yes,1.0,80299863.0,teacher,677,91,26,2,6,High school,San Francisco,41,business,temporary,5/11/2019,89875.0,38083.0,55575.0,50966.0,59702.0,32989.0,50235.0,84842.0,10488.0,64176.0,67570.0,,5,4,10,2,5,4,3,8,8,10,7,5,24261,hospital,travel,9261523,29,100000000825
153-349-9596,silver,male,1,17201.42,unmarried,yes,9.0,car,179983.0,own,yes,2.0,51776060.0,technicians,525,63,6,73,15,High school,Jargalant,43,business,temporary,5/23/2019,33821.0,22386.0,,88165.0,16935.0,85813.0,50689.0,29231.0,,94812.0,57932.0,19354.0,10,5,5,7,1,5,6,2,4,3,4,2,26112,food,food,4729079,94,100000000826
831-903-2385,silver,male,1,33944.83,married,yes,7.0,car,269743.0,own,yes,20.0,82382547.0,driver,598,2,76,20,12,Degree,Mandalgovi,54,employed,permanent,3/23/2019,66735.0,88829.0,61873.0,,48235.0,22373.0,67347.0,66809.0,,,80882.0,,7,7,3,1,3,1,3,2,6,5,2,4,26064,travel,food,7343229,14,100000000827
906-788-6045,gold,male,2,89643.82,married,no,,bike,,own,yes,21.0,20101096.0,firefighter,256,39,55,11,5,High school,Novovarshavka,58,business,permanent,6/21/2019,50795.0,20012.0,34141.0,98164.0,83708.0,63250.0,47778.0,55645.0,36094.0,20397.0,21497.0,,5,2,10,2,9,10,6,10,10,7,4,6,24560,travel,hospital,5357986,9,100000000828
222-242-6368,gold,female,0,75708.73,married,no,,car,,own,yes,17.0,41762646.0,plumber,300,26,26,94,14,High school,Surazh,40,employed,temporary,5/30/2019,69237.0,41492.0,29325.0,60227.0,92369.0,24904.0,63118.0,20656.0,10116.0,91998.0,23222.0,69768.0,10,7,7,10,6,7,5,9,10,6,6,7,21788,others,others,9443073,5,100000000829
735-441-1092,gold,male,0,79228.81,married,yes,3.0,bike,988825.0,rented,no,,,technicians,510,70,97,91,5,High school,Kalemie,51,business,permanent,6/23/2019,30213.0,,48970.0,53574.0,16926.0,33587.0,45530.0,41114.0,84136.0,14447.0,38818.0,95599.0,2,1,3,7,8,4,1,5,6,3,9,1,27227,others,leisure,8892750,59,100000000830
730-107-1870,silver,female,3,40598.76,unmarried,yes,3.0,car,554129.0,own,yes,8.0,65863543.0,unskilled_labour,540,52,32,72,15,High school,Cabucgayan,29,business,temporary,5/15/2019,98639.0,,97478.0,36124.0,92582.0,42524.0,,48374.0,98778.0,94211.0,10675.0,20759.0,3,9,1,5,8,8,7,3,7,4,10,7,21365,hospital,tech,2765422,87,100000000831
927-777-5751,gold,female,5,27322.03,married,no,,car,,own,yes,10.0,16259507.0,driver,705,33,32,13,4,High school,Mandalay,40,business,temporary,5/7/2019,91528.0,55700.0,85151.0,19993.0,,94996.0,69608.0,21575.0,94055.0,10392.0,43231.0,39169.0,10,9,5,4,1,1,6,2,8,1,1,2,24463,tech,hospital,4435842,45,100000000832
910-537-1068,gold,female,3,55252.17,unmarried,yes,2.0,bike,874558.0,own,yes,7.0,47559770.0,technicians,470,93,4,25,9,High school,San Francisco,42,employed,temporary,3/25/2019,49025.0,89749.0,48436.0,83065.0,40582.0,40440.0,,48622.0,52336.0,42121.0,88856.0,96299.0,2,5,4,5,10,10,9,8,7,6,2,1,29308,leisure,food,4029263,29,100000000833
725-536-9544,silver,female,3,64495.76,unmarried,yes,10.0,car,911866.0,rented,no,,,unskilled_labour,351,58,88,9,14,High school,Tangkil,35,business,permanent,5/26/2019,21524.0,,43324.0,63017.0,92024.0,33390.0,66930.0,20119.0,81054.0,12249.0,18367.0,,6,10,5,8,8,10,8,9,8,8,6,10,20945,leisure,hobby,6293265,99,100000000834
841-930-6832,silver,male,5,38840.39,unmarried,no,,bike,,rented,no,,,engineer,492,15,90,23,13,Degree,Jinsha,38,employed,permanent,3/13/2019,16339.0,17763.0,53009.0,10963.0,90113.0,56562.0,50901.0,62380.0,46748.0,,49748.0,57820.0,10,3,3,10,6,7,9,3,7,7,5,4,25445,hospital,leisure,2118885,81,100000000835
453-703-1693,gold,male,3,68503.47,unmarried,no,,bike,,rented,no,,,technicians,263,33,82,6,6,High school,Abay,34,employed,permanent,3/30/2019,67876.0,84130.0,52464.0,44557.0,35589.0,60066.0,49133.0,83250.0,49659.0,56244.0,55884.0,30212.0,6,2,6,10,10,1,10,7,10,3,5,10,27540,leisure,hobby,9046266,41,100000000836
465-768-2456,silver,female,4,96891.76,married,no,,car,,rented,no,,,engineer,695,76,99,49,15,Degree,Vorontsovka,49,employed,permanent,4/29/2019,26872.0,54634.0,63377.0,96040.0,,97388.0,15575.0,38828.0,30614.0,,84787.0,,8,9,6,4,6,2,8,6,5,3,7,7,22987,travel,food,970235,48,100000000837
638-417-9197,silver,female,0,78372.66,unmarried,yes,5.0,bike,279160.0,rented,no,,,teacher,617,11,30,74,14,High school,Santa Anita,50,business,temporary,6/29/2019,56729.0,29637.0,49233.0,41304.0,31865.0,89820.0,60937.0,15917.0,68333.0,28300.0,91800.0,42749.0,7,6,8,6,7,4,3,1,8,9,3,3,29501,leisure,travel,6686805,25,100000000838
669-471-9365,silver,male,1,99772.35,married,no,,car,,own,yes,15.0,22899865.0,politician,484,57,29,69,3,High school,Nizhniy Lomov,52,business,permanent,5/1/2019,98967.0,57039.0,54833.0,61908.0,26228.0,16713.0,58568.0,86280.0,48896.0,23214.0,12399.0,17321.0,3,10,4,10,2,1,2,6,1,7,10,9,29127,leisure,leisure,7885674,2,100000000839
536-830-9475,gold,male,2,32579.89,unmarried,no,,bike,,rented,no,,,plumber,805,91,13,97,6,High school,Majagual,26,business,temporary,5/5/2019,54621.0,39277.0,54843.0,39456.0,43813.0,,27271.0,,69495.0,26099.0,45769.0,89479.0,4,6,9,3,2,6,1,2,9,3,9,2,29732,food,others,5404447,90,100000000840
460-938-4890,gold,female,3,40034.48,unmarried,no,,bike,,rented,no,,,unskilled_labour,591,83,40,29,11,High school,Yokohama,59,business,permanent,5/12/2019,41100.0,20001.0,42257.0,85148.0,17233.0,,99480.0,84957.0,99798.0,12661.0,24950.0,,10,3,1,3,7,4,4,10,7,5,1,1,28394,travel,hobby,771439,13,100000000841
413-738-4260,silver,male,4,49787.37,married,no,,car,,own,yes,14.0,28868100.0,politician,575,76,45,14,13,High school,Dukou,36,business,temporary,6/15/2019,38835.0,49357.0,56215.0,28645.0,99235.0,,56152.0,42253.0,69822.0,31511.0,40189.0,65654.0,5,1,1,10,5,8,10,3,8,6,10,7,25991,leisure,hobby,7940089,58,100000000842
722-736-6513,gold,female,3,16293.43,married,no,,bike,,rented,no,,,doctor,605,90,48,12,1,Degree,Shiban,28,employed,temporary,6/19/2019,26049.0,68777.0,98226.0,91884.0,,42681.0,19129.0,62732.0,64081.0,19553.0,23982.0,,9,2,5,3,10,4,2,5,7,10,5,4,25180,leisure,hospital,7971818,48,100000000843
664-266-2155,silver,male,2,95064.04,married,no,,car,,own,yes,3.0,16000976.0,unskilled_labour,526,75,15,10,7,High school,Lebel-sur-Quévillon,36,business,temporary,5/27/2019,18525.0,31856.0,92862.0,83060.0,12688.0,27641.0,45676.0,48965.0,92384.0,95234.0,65778.0,20164.0,4,10,5,3,5,1,9,8,9,9,4,3,23746,others,travel,9389455,11,100000000844
524-554-6661,silver,female,5,83799.91,married,yes,4.0,car,136043.0,own,yes,8.0,45541027.0,engineer,412,57,31,49,1,Degree,Aniso,48,employed,permanent,4/7/2019,,81683.0,10029.0,37616.0,94578.0,50870.0,,85814.0,45698.0,69522.0,25070.0,16902.0,3,10,9,7,9,3,3,5,7,3,1,5,28118,others,food,4880308,44,100000000845
152-564-9363,gold,female,2,96240.62,married,yes,4.0,bike,477966.0,rented,no,,,teacher,561,94,68,37,13,Degree,Palmar de Varela,50,business,temporary,6/22/2019,46807.0,23913.0,10534.0,12100.0,62611.0,66573.0,16631.0,39561.0,,,43299.0,84301.0,2,6,5,4,9,6,7,5,9,5,8,5,26096,leisure,others,4656680,37,100000000846
989-428-7356,silver,male,3,45827.16,unmarried,no,,bike,,rented,no,,,driver,738,87,63,75,3,High school,Tukbur,30,business,temporary,4/14/2019,17330.0,14328.0,34504.0,60429.0,24841.0,97970.0,11145.0,56093.0,82200.0,31781.0,52470.0,90004.0,5,5,8,5,1,8,2,5,1,3,1,4,20853,others,hospital,6446441,39,100000000847
503-430-2247,gold,male,3,54672.39,unmarried,yes,2.0,car,795549.0,own,yes,17.0,95325025.0,unskilled_labour,504,89,98,2,13,High school,Xiangshan,56,business,permanent,6/24/2019,40564.0,93210.0,61734.0,47778.0,,94351.0,62359.0,,98857.0,90745.0,42689.0,,1,8,9,6,8,5,1,10,2,9,2,9,26033,travel,tech,9196024,87,100000000848
533-316-0887,gold,male,4,15907.85,married,no,,car,,own,yes,22.0,89418137.0,technicians,279,30,46,24,14,High school,Ufa,42,business,temporary,6/28/2019,33995.0,34725.0,86249.0,43746.0,22619.0,19384.0,95581.0,68977.0,31776.0,57742.0,44217.0,98451.0,4,8,4,6,3,4,1,5,3,4,2,4,29291,hospital,hospital,8185408,100,100000000849
867-745-7861,gold,female,0,90095.08,married,no,,bike,,rented,no,,,pilot,816,27,53,39,1,Degree,Dukuhmencek Lor,37,business,temporary,5/13/2019,34574.0,92354.0,60206.0,37957.0,67015.0,56748.0,59938.0,90105.0,38318.0,37124.0,51292.0,85392.0,9,8,5,5,10,2,4,4,5,4,4,3,26196,food,others,321516,27,100000000850
918-761-9977,gold,female,3,78286.86,unmarried,no,,bike,,rented,no,,,pilot,821,77,42,41,12,High school,Zandak,28,business,permanent,5/3/2019,11744.0,88845.0,80525.0,59771.0,85581.0,60054.0,16330.0,39068.0,68848.0,16177.0,63857.0,28074.0,3,6,10,8,9,5,8,5,2,10,7,10,29880,food,tech,4888766,55,100000000851
262-584-1501,silver,male,2,87427.54,married,yes,10.0,bike,506713.0,own,yes,3.0,8487511.0,driver,782,3,42,83,11,Degree,Lyubim,39,employed,permanent,5/6/2019,36152.0,59741.0,35459.0,,52663.0,84276.0,84533.0,66331.0,,64576.0,95805.0,86478.0,3,10,4,6,8,7,3,7,5,4,10,7,28119,leisure,tech,203670,76,100000000852
615-125-3333,silver,male,0,25739.27,married,yes,5.0,car,438422.0,rented,no,,,engineer,419,94,66,89,13,Degree,Lincha,53,employed,permanent,4/29/2019,88724.0,82428.0,33417.0,21661.0,,47925.0,,13943.0,54370.0,82746.0,37643.0,60448.0,8,2,8,3,8,7,10,8,8,7,3,1,24748,others,hobby,6527906,33,100000000853
452-704-7837,gold,female,2,52589.01,unmarried,yes,1.0,car,645367.0,own,yes,21.0,22859439.0,driver,587,77,24,59,4,Degree,Trat,26,employed,temporary,4/9/2019,60947.0,,11165.0,12656.0,15555.0,17836.0,63059.0,52023.0,28519.0,60085.0,94925.0,60365.0,6,2,3,3,9,7,1,3,10,8,10,8,20447,food,hobby,4576424,65,100000000854
149-653-0543,silver,female,5,27324.16,married,no,,bike,,own,yes,8.0,9148853.0,plumber,404,88,55,39,11,High school,Tidaholm,36,business,permanent,4/15/2019,31389.0,16502.0,83709.0,84816.0,,52127.0,,35057.0,88402.0,46126.0,80562.0,50577.0,9,2,1,9,1,5,7,1,4,8,7,6,28258,food,food,4065498,42,100000000855
720-922-4472,silver,female,4,76204.35,unmarried,no,,car,,rented,no,,,doctor,424,100,40,99,5,Degree,Tacoma,56,employed,temporary,5/4/2019,81989.0,85281.0,65828.0,27017.0,21296.0,49852.0,93211.0,17538.0,94509.0,64123.0,22309.0,35275.0,7,2,8,8,5,7,2,5,1,4,4,1,21141,hobby,leisure,5734810,36,100000000856
402-346-7672,gold,female,5,88402.79,unmarried,no,,car,,rented,no,,,firefighter,668,90,60,76,8,High school,Huotong,60,employed,temporary,6/16/2019,48793.0,32935.0,49344.0,26331.0,44085.0,98675.0,32723.0,,41643.0,64304.0,20088.0,67613.0,4,7,8,10,4,2,5,8,5,2,9,1,27603,hospital,leisure,2045676,43,100000000857
885-586-7473,silver,female,3,31715.67,married,yes,9.0,bike,876686.0,rented,no,,,unskilled_labour,689,42,91,66,6,High school,Milán,30,business,temporary,5/12/2019,31104.0,38098.0,,,64725.0,15582.0,33786.0,96297.0,10943.0,13840.0,36971.0,,7,7,8,5,5,2,1,6,8,3,7,6,25265,others,travel,4886852,33,100000000858
973-173-6457,gold,female,4,25468.54,married,yes,8.0,car,104454.0,own,yes,2.0,44863146.0,technicians,589,54,8,9,10,Degree,Fengtai Chengguanzhen,43,employed,permanent,5/28/2019,,52562.0,68849.0,93629.0,16742.0,43912.0,93052.0,35730.0,13327.0,31520.0,23452.0,56755.0,3,8,6,5,7,8,8,7,6,6,9,8,29734,hobby,hobby,7122222,73,100000000859
611-387-5098,silver,male,3,54325.23,married,yes,11.0,bike,669986.0,rented,no,,,doctor,707,30,16,10,7,Degree,Novokizhinginsk,41,employed,temporary,5/15/2019,32063.0,84446.0,,39750.0,51816.0,20820.0,58971.0,58932.0,93851.0,97351.0,60158.0,96143.0,1,10,6,7,9,9,4,9,7,9,5,7,21806,hospital,tech,8349624,57,100000000860
768-289-4206,silver,female,0,88069.17,married,no,,car,,rented,no,,,politician,722,59,88,57,5,High school,Vessada,58,business,permanent,5/5/2019,39505.0,58895.0,94615.0,68394.0,89987.0,82395.0,,52599.0,,,86419.0,96377.0,7,6,2,6,3,1,2,10,8,3,4,6,22956,food,food,6586121,93,100000000861
108-250-8635,silver,male,4,21195.13,married,no,,bike,,own,yes,7.0,96520984.0,engineer,581,61,57,65,5,Degree,Paranaguá,25,employed,permanent,6/17/2019,61781.0,45859.0,21251.0,41549.0,17551.0,23447.0,,34296.0,56483.0,37427.0,10068.0,89693.0,2,5,7,3,1,6,2,8,8,10,9,9,22242,travel,tech,3182051,3,100000000862
879-716-1091,gold,male,3,16812.29,unmarried,no,,car,,rented,no,,,politician,511,65,49,96,10,High school,Hrtkovci,38,business,temporary,6/25/2019,66418.0,33855.0,69134.0,25319.0,,38382.0,34724.0,15609.0,39603.0,32556.0,51590.0,29673.0,8,4,8,6,7,9,1,1,3,5,9,2,21856,hobby,others,6216771,6,100000000863
236-722-4847,gold,male,5,72128.35,married,yes,5.0,car,143119.0,own,yes,2.0,73032232.0,pilot,724,50,34,77,5,High school,Winter Haven,34,employed,permanent,4/17/2019,32603.0,31022.0,67535.0,,22647.0,31831.0,23346.0,82915.0,18903.0,30869.0,90200.0,96691.0,8,1,3,4,1,2,5,8,2,7,1,3,21683,travel,hobby,9857350,90,100000000864
156-784-4370,silver,male,5,29712.7,married,yes,8.0,bike,339584.0,rented,no,,,doctor,708,64,14,71,2,Degree,Philadelphia,26,employed,permanent,5/6/2019,90867.0,81138.0,48927.0,,58070.0,80583.0,,,33887.0,,,53318.0,6,9,3,4,3,2,5,2,6,2,2,7,22098,others,travel,9747270,3,100000000865
478-284-7885,gold,female,3,32137.63,unmarried,yes,6.0,bike,546181.0,own,yes,10.0,70385268.0,doctor,684,44,70,70,2,Degree,Sölvesborg,35,employed,permanent,3/14/2019,60326.0,85455.0,39325.0,53499.0,,98636.0,,,91200.0,89008.0,96169.0,,2,4,6,6,6,10,3,2,4,6,8,7,29006,tech,hospital,3951013,32,100000000866
200-691-2586,gold,male,4,61024.01,married,yes,10.0,bike,113890.0,rented,no,,,shop_owner,841,28,20,7,9,High school,Pantenan,43,business,temporary,4/5/2019,84920.0,63248.0,84016.0,12183.0,18746.0,59469.0,64968.0,94797.0,36829.0,69132.0,31673.0,87510.0,3,5,7,7,9,4,2,10,6,6,4,2,28915,food,food,7670409,34,100000000867
946-904-3473,silver,female,1,61219.23,married,no,,car,,own,yes,18.0,17368030.0,teacher,272,7,81,81,14,High school,Medicine Hat,57,business,temporary,5/7/2019,58195.0,40340.0,85769.0,11239.0,13507.0,29305.0,30218.0,32652.0,13638.0,90364.0,32482.0,12564.0,10,6,6,3,10,7,5,6,3,2,2,1,26453,tech,hospital,8561661,51,100000000868
585-763-6398,silver,female,2,27325.52,married,no,,car,,rented,no,,,pilot,619,38,57,18,12,High school,Daixi,54,business,permanent,4/7/2019,62840.0,13780.0,34733.0,44834.0,49598.0,37011.0,48866.0,26419.0,38485.0,59433.0,14990.0,47668.0,10,4,5,4,4,5,8,3,8,6,7,7,26185,travel,hospital,5923139,71,100000000869
314-654-8009,silver,female,2,66781.12,married,yes,11.0,car,901062.0,own,yes,11.0,40901608.0,plumber,436,29,12,27,7,Degree,Balung,27,employed,temporary,4/27/2019,62851.0,,58997.0,22173.0,43418.0,99900.0,86671.0,,47412.0,29082.0,99484.0,39715.0,1,8,1,6,9,6,1,4,9,2,3,7,24260,hospital,others,1847869,27,100000000870
232-127-1679,gold,male,1,74346.46,married,no,,car,,own,yes,5.0,88252945.0,technicians,577,76,54,71,7,High school,Pegongan,60,employed,temporary,6/20/2019,30742.0,50219.0,99378.0,42978.0,27785.0,40422.0,98196.0,95687.0,89944.0,15503.0,27517.0,49763.0,10,7,4,10,7,2,2,9,8,10,1,2,29819,hospital,tech,3959349,14,100000000871
262-210-2567,silver,male,1,23802.43,unmarried,yes,3.0,car,653694.0,own,yes,18.0,11775596.0,shop_owner,407,15,79,82,2,High school,Salogon,44,business,temporary,5/24/2019,27959.0,,17486.0,96807.0,43713.0,68170.0,46105.0,37131.0,10726.0,12964.0,12116.0,22704.0,5,5,2,8,6,6,2,9,2,6,8,3,22784,hospital,hospital,3840451,30,100000000872
849-609-1566,silver,female,1,55656.5,unmarried,no,,bike,,own,yes,19.0,4716925.0,doctor,636,50,22,55,12,Degree,Arue,31,employed,temporary,5/15/2019,35420.0,91058.0,50014.0,,28082.0,55184.0,97449.0,60612.0,22920.0,29116.0,60269.0,86399.0,8,8,1,6,6,5,8,6,3,6,4,6,22285,travel,hobby,1987038,9,100000000873
458-744-0258,gold,female,3,38554.48,unmarried,yes,4.0,bike,415878.0,own,yes,21.0,59807990.0,pilot,642,81,32,100,14,Degree,Pingshan,50,business,temporary,4/26/2019,45207.0,33063.0,22711.0,,62929.0,50601.0,63777.0,,48244.0,36513.0,,66224.0,2,6,2,7,1,1,9,4,9,6,3,10,20771,hospital,leisure,9190111,60,100000000874
