browser_id,time_on_site,timestamp,isp,geonetworkcity,date,totals.uniquescreenviews,totals.timeonscreen,hits.isinteraction,hits.promotionactioninfopromoisclick,totals.screenviews,trafficsourcemedium,trafficsourcerefferalpath,device.browser,device.devicecategory,device.mobiledevicebranding,device.ismobile,promo_cateogry,totalspageviews,phone_no,customer_segment,gender,number_of_children,income,marital_status,vehicle_type,owns_vehicle,accomodation_status_rented_own,owns_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,type_of_card_held,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,savings_accounts,current_accounts,salary_accounts,millennia_cards,credit_cards,debit_cards,prepaid_cards,forex_cards,commercial_credit_cards,fixed_deposit,non_withdrawal_deposits,home_loan,personal_loan,business_growth_loan,two_wheeler_loan,easyemi_consumer_loan,bike_loan,car_loan,educational_loan,motor_insurance,home_insurance,domestic_help_insurance,travel_insurance,medical_insurance,savings_accounts_amount,savings_accounts_interest_rate,savings_accounts_number_of_times_debited,savings_accounts_maximum_amt_debited,current_accounts_amount,current_accounts_interest_rate,current_accounts_number_of_times_debited,current_accounts_maximum_amt_debited,salary_accounts_amount,salary_accounts_interest_rate,salary_accounts_number_of_times_debited,salary_accounts_maximum_amt_debited,fd_amount,fd_interest_rate,non_withdrawl_deposit_amount,non_withdrawl_deposit_interest_rate,twl_Principal amount,twl_Loan to value of asset,twl_Date of loan disbursement,twl_Manufacturer details,twl_Dealer name,twl_Dealer location,twl_Amount paid,bike_twl_Principal amount,bike_twl_Loan to value of asset,bike_twl_Date of loan disbursement,bike_twl_Manufacturer details,bike_twl_Dealer name,bike_twl_Dealer location,bike_twl_Amount paid,car_Principal amount,car_Loan to value of asset,car_Date of loan disbursement,car_Manufacturer details,car_Dealer name,car_Dealer location,car_Amount paid,home_Principal amount,home_Loan to value of asset,home_Date of loan disbursement,home_Amount paid,personal_Principal amount,personal_Loan to value of asset,personal_Date of loan disbursement,personal_Amount paid,personal_purpose_category,business_Principal amount,business_Loan to value of asset,business_Date of loan disbursement,business_Amount paid,business_category,easyemi_Principal amount,easyemi_Loan to value of asset,easyemi_Date of loan disbursement,easyemi_Amount paid,easyemi_purpose_category,easyemi_dealer_name,easyemi_dealer_location,easyemi_product_manufacturer,edu_Principal amount,edu_Loan to value of asset,edu_Date of loan disbursement,edu_Amount paid,credit_card_Date of card issue,credit_card_Average spendings,credit_card_no_of_transactions,credit_card_max_spent_category,credit_card_max_trans_category,debit_card_Date of card issue,debit_card_Average spendings,debit_card_no_of_transactions,debit_card_max_spent_category,debit_card_max_trans_category,millennia_cards_Date of card issue,millennia_cards_Average spendings,millennia_cards_no_of_transactions,prepaid_cards_Date of card issue,prepaid_cards_Average spendings,prepaid_cards_no_of_transactions,forex_cards_Date of card issue,forex_cards_Average spendings,forex_cards_no_of_transactions,commercial_credit_cards_Date of card issue,commercial_credit_cards_Average spendings,commercial_credit_cards_no_of_transactions,travel_insurance_geographic_coverage,travel_insurance_premium_amount,travel_insurance_add_ons,travel_insurance_number_of_claims,travel_insurance_type_of_claim,travel_insurance_amount_of_claim,travel_insurance_month_of_claim,travel_insurance_number_of_adult_family_members_insured,travel_insurance_number_of_minor_family_members_insured,travel_insurance_sum_insured,home_insurance_coverage,home_insurance_premium_amount,home_insurance_add_ons,home_insurance_number_of_claims,home_insurance_type_of_claim,home_insurance_amount_of_claim,home_insurance_month_of_claim,home_insurance_type_of_property,home_insurance_sum_insured,motor_insurance_coverage,motor_insurance_premium_amount,motor_insurance_add_ons,motor_insurance_number_of_claims,motor_insurance_type_of_claim,motor_insurance_amount_of_claim,motor_insurance_month_of_claim,motor_insurance_type_of_vehicle,motor_insurance_sum_insured,domestic_help_insurance_coverage,domestic_help_insurance_premium_amount,domestic_help_insurance_add_ons,domestic_help_insurance_number_of_claims,domestic_help_insurance_type_of_claim,domestic_help_insurance_amount_of_claim,domestic_help_insurance_month_of_claim,domestic_help_insurance_sum_insured,medical_insurance_coverage,medical_insurance_premium_amount,medical_insurance_add_ons,medical_insurance_number_of_claims,medical_insurance_type_of_claim,medical_insurance_amount_of_claim,medical_insurance_month_of_claim,medical_insurance_number_of_adult_family_members_insured,medical_insurance_number_of_minor_family_members_insured,medical_insurance_sum_insured
1000075,247,19:01,cox.net',Surat Thani,2020-02-12,2,68,0,0,10,Direct,google.com,firefox,laptop,apple,error: Field 'devicedevicecategory' not found,deposits,10,965-972-3321,silver,male,1,47064.11,unmarried,car,no,own,yes,shop_owner,687,89,85,10,15,0,Mobile,29,business,permanent,standard,5/8/2019,50051,10120,10616,45555,42183,97347,53151,94746,61636,53528,26154,43268,2,1,8,8,1,6,10,3,3,6,9,10,21377,leisure,food,9021724,46,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,,,,,,,,,,,,945948,5404335.0,1.5,8709591.0,1.0,554150.0,76.0,3/8/2020,tvs,"Kovacek, Ernser and Considine",Nacka,8422.0,526820.0,35.0,11/9/2019,duke,Kertzmann-Kiehn,Khuean Ubonrat,8403.0,,,,,,,,,,,,482440.0,83.0,12/25/2019,8170.0,hospital,,,,,,746088.0,12.0,9/11/2019,8096.0,mobile,Welch LLC,Edgeworthstown,motorolla,629912.0,99.0,12/11/2019,4208.0,5/3/2019,45035.0,55.0,food,travel,1/26/2020,103470.0,31.0,tech,travel,7/21/2019,436107.0,20.0,,,,,,,3/15/2020,496407.0,3.0,domestic,52940.0,Accidental Death Avalanche Closure,4.0,Rental Car Damage Coverage,4928576.0,9.0,4.0,1.0,4784636.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,439140.0,Tenant Liability Coverage,2.0,Ancillary Deductible Coverage,8040694.0,8.0,Villa,2736850.0,,,,,,,,,,Medical Coverage,55792.0,Lost Passport Coverage,6.0,type1,124879.0,6.0,39126.0,,,,,,,,,,
1000330,194,7:46,hinet.net',Émponas,2020-01-13,4,20,0,0,9,Affiliates,linkedin.com,edge,mobile,samsung,error: Field 'devicedevicecategory' not found,credit_card,6,390-745-7059,silver,female,4,20554.05,unmarried,car,yes,own,yes,politician,574,65,98,77,3,0,Nova Venécia,35,business,permanent,standard,5/14/2019,20740,17496,93070,27726,80028,98016,98654,59018,23817,87858,19635,77515,10,1,6,6,6,2,10,9,10,3,5,8,26233,leisure,travel,9579684,42,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,591171.0,1.0,194.0,905653.0,147761.0,5.0,139.0,342345.0,,,,184325,80040.0,1.5,7729852.0,2.0,394159.0,17.0,5/16/2019,duke,Heaney Group,Siikajoki,1792.0,571776.0,67.0,6/14/2019,suzuki,Keeling LLC,Vardenik,9345.0,,,,,,,,352225.0,10.0,4/23/2019,60.0,,,,,,572931.0,41.0,3/22/2019,343488.0,IT,,,,,,,,,151853.0,58.0,12/30/2019,1608.0,4/19/2019,526936.0,66.0,tech,hobby,,,,,,,,,,,,1/31/2020,362525.0,32.0,5/9/2019,363932.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Legal Expense Coverage Living Expense Coverage,61707.0,Personal Accident Coverage,6.0,type1,326204.0,3.0,452106.0,,,,,,,,,,
1000304,456,14:11,hinet.net',Cruz,2020-01-01,3,36,1,1,7,Display,linkedin.com,firefox,mobile,lenovo,error: Field 'devicedevicecategory' not found,accounts,6,933-134-7077,silver,female,3,59676.3,married,bike,yes,rented,no,teacher,449,74,46,74,5,0,Nova Odessa,43,employed,temporary,gold,4/27/2019,52509,31958,80156,30289,22802,27666,19370,86159,62926,96829,42828,12966,4,9,10,8,8,4,9,7,10,1,9,7,29461,food,leisure,4757546,6,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,7999647.0,5.0,129.0,695989.0,,,,,407363.0,3.0,91.0,699561,90906.0,0.5,,,634534.0,86.0,7/6/2019,duke,"Kuhlman, Gibson and Kub",Laboulaye,3462.0,160209.0,50.0,1/6/2020,duke,Steuber Group,Lo Prado,4137.0,,,,,,,,480649.0,72.0,7/10/2019,49.0,921014.0,11.0,5/7/2019,5470.0,hospital,,,,,,572703.0,24.0,10/2/2019,5072.0,other electronics,Schuppe Group,Bandaran,apple,979879.0,67.0,6/24/2019,5785.0,,,,,,12/9/2019,901207.0,84.0,hobby,hobby,,,,,,,11/9/2019,745255.0,91.0,,,,,,,,,,,,,,Building Damage Coverage,575973.0,Frozen Food Coverage Guaranteed Repairs Coverage Home Assistance Coverage Household removals Coverage,5.0,Legal Expense Coverage Living Away Coverage,8384049.0,12.0,Villa,4038452.0,,,,,,,,,,Medical Coverage,58754.0,Legal Expense Coverage Living Expense Coverage,9.0,type4,214481.0,9.0,170241.0,Maternity Cover,62818.0,Hospital cash,1.0,type5,9068793.0,10.0,2.0,2.0,9343279.0
1000244,262,9:26,comcast.net',Xiabao,2020-02-07,5,99,0,0,7,Display,facebook.com,firefox,tablet,apple,error: Field 'devicedevicecategory' not found,credit_card,8,838-742-7817,silver,male,4,19173.58,unmarried,bike,yes,rented,yes,unskilled_labour,316,11,66,73,8,0,Angeghakot’,55,business,permanent,gold,6/30/2019,86260,60116,66758,44020,29996,99351,43748,19407,15430,32413,66869,67541,2,9,5,5,3,8,9,9,5,5,10,2,28321,others,hospital,5388231,15,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,7291114.0,2.0,20.0,1663484.0,,,,,2080404.0,2.5,51.0,685377,,,5601406.0,2.0,596321.0,79.0,4/28/2019,tvs,"Hyatt, Durgan and Runolfsson",Tangub,8361.0,,,,,,,,97145.0,86.0,6/6/2019,maruti,"Nienow, Ritchie and Wyman",Querecotillo,9713.0,,,,,370758.0,52.0,9/5/2019,1864.0,hospital,866787.0,94.0,8/22/2019,382869.0,travel,,,,,,,,,,,,,10/24/2019,321425.0,21.0,travel,tech,,,,,,,,,,,,11/3/2019,621607.0,77.0,11/7/2019,911084.0,18.0,domestic,50177.0,Ski Equipment Coverage,5.0,Delayed Flight Cancellation Coverage,3558904.0,3.0,4.0,1.0,1139465.0,,,,,,,,,,,,,,,,,,,Legal Expense Coverage Living Expense Coverage,43451.0,Personal Accident Coverage,4.0,type3,430501.0,12.0,249110.0,Hospital cash,64905.0,Personal Accident cover,5.0,type5,5067460.0,5.0,3.0,2.0,3411068.0
1000177,436,21:19,comcast.net',Kajatian,2020-02-23,1,12,1,1,7,Refferal,linkedin.com,chrome,mobile,samsung,error: Field 'devicedevicecategory' not found,credit_card,8,969-931-7923,silver,male,3,35147.58,unmarried,bike,no,own,no,engineer,396,87,72,29,10,1,Pavlovka,34,employed,temporary,standard,4/26/2019,55646,13600,45141,73688,35197,45630,59837,36929,53280,76349,34560,99516,5,2,3,8,10,5,5,2,4,7,4,3,27899,food,travel,674099,39,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,4779257.0,4.0,55.0,1738522.0,7162934.0,5.0,23.0,1500410.0,,,,1538810,,,6380441.0,5.5,,,,,,,,827740.0,91.0,9/20/2019,yamaha,"Hauck, Ortiz and Green",KropachÃ«vo,4909.0,55858.0,23.0,1/6/2020,hyundai,Ziemann Group,BanÃ­,9054.0,157979.0,16.0,7/20/2019,44.0,,,,,,279987.0,24.0,2/18/2020,872604.0,food,,,,,,,,,332044.0,11.0,6/13/2019,1335.0,,,,,,12/14/2019,819258.0,42.0,others,tech,,,,8/22/2019,999675.0,49.0,7/9/2019,836263.0,66.0,3/28/2019,952789.0,67.0,domestic,12480.0,Hijacking Coverage,4.0,Legal Expense Coverage,3316666.0,5.0,4.0,1.0,4378861.0,Basic Deductible Coverage Open Content Coverage,251562.0,Alternative Accommodation Coverage,4.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,8106608.0,7.0,Apartment,6188155.0,,,,,,,,,,Medical Coverage,20148.0,Lost Passport Coverage,1.0,type4,400039.0,2.0,324723.0,Critical illness cover,47029.0,Critical illness cover,10.0,type5,5079778.0,1.0,1.0,2.0,8892409.0
1000190,572,17:18,att.net',Göteborg,2020-02-17,1,96,1,0,10,Organic,linkedin.com,edge,tablet,lenovo,error: Field 'devicedevicecategory' not found,deposits,3,618-387-5107,gold,male,5,19886.42,married,car,no,rented,yes,nurse,541,20,66,75,4,0,Anahuac,26,employed,permanent,gold,3/19/2019,16609,39897,19811,97625,41985,39287,45223,19474,76823,20386,64505,64674,3,5,1,10,4,1,1,8,4,2,6,3,22048,hospital,hobby,369750,73,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,4921498.0,4.0,127.0,1264031.0,9608691.0,0.5,192.0,1359647.0,,,,896810,,,,,686274.0,10.0,6/6/2019,tvs,Mayer-Willms,KÃ½ria,3420.0,432747.0,54.0,12/12/2019,suzuki,"Witting, Becker and Mosciski",Sar-e Pul,6372.0,,,,,,,,768676.0,54.0,10/28/2019,54.0,,,,,,827086.0,69.0,6/2/2019,476843.0,IT,,,,,,,,,,,,,,,,,,,,,,,,,,2/19/2020,351457.0,70.0,,,,5/18/2019,239707.0,30.0,domestic,77260.0,Hazardous Sports Coverage,1.0,Hazardous Sports Coverage,3132900.0,2.0,3.0,1.0,2719964.0,Basic Deductible Coverage Open Content Coverage,447733.0,Basic Deductible Coverage Open Content Coverage,5.0,Ancillary Deductible Coverage,2269874.0,9.0,Apartment,9658645.0,,,,,,,,,,,,,,,,,,Personal Accident cover,107006.0,Hospital cash,4.0,type1,7164514.0,3.0,1.0,1.0,2031805.0
1000166,270,13:15,cox.net',Kazan,2020-01-14,5,79,1,1,10,Direct,linkedin.com,brave,laptop,apple,error: Field 'devicedevicecategory' not found,loan,10,238-709-0091,gold,male,0,77393.86,married,bike,no,rented,no,firefighter,850,46,56,19,7,1,Timbó,52,employed,temporary,gold,6/20/2019,94636,29903,59140,42094,66719,95377,63518,36956,64163,31406,62974,79122,6,10,2,2,8,8,6,8,5,2,2,1,24472,others,food,2104166,52,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,7530245.0,3.5,187.0,888210,,,3296588.0,3.0,,,,,,,,597345.0,70.0,7/13/2019,suzuki,Dach-Reinger,Buaran,9575.0,71639.0,79.0,2/13/2020,tata,"Rempel, Parker and Padberg",Muravlenko,786.0,,,,,642547.0,32.0,2/1/2020,4363.0,hospital,,,,,,,,,,,,,,,,,,11/3/2019,85753.0,99.0,food,tech,3/24/2019,576106.0,3.0,others,others,,,,6/2/2019,868002.0,13.0,9/9/2019,692324.0,78.0,11/16/2019,555264.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000311,460,16:40,comcastbusiness.net',Orleans,2020-02-20,2,46,0,1,9,Display,linkedin.com,brave,mobile,lenovo,error: Field 'devicedevicecategory' not found,loan,2,504-186-4424,gold,female,5,52717.54,married,bike,yes,own,yes,pilot,264,80,51,66,9,0,Viñac,34,business,temporary,gold,4/18/2019,49478,80780,16729,56164,80758,97046,96910,36868,69198,89401,33857,28481,2,5,5,8,4,10,3,4,2,3,5,2,20940,travel,others,6282870,84,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1383526.0,3.0,120.0,566374.0,,,,,6045955.0,4.0,87.0,1675022,,,,,,,,,,,,,,,,,,,,,,,,,,535190.0,63.0,3/24/2019,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/16/2019,447985.0,61.0,,,,,,,,,,,,,,,,,Tenant Liability Coverage,919454.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,1.0,,3664025.0,1.0,Villa,3592126.0,,,,,,,,,,Lost Passport Coverage,15189.0,Legal Expense Coverage Living Expense Coverage,2.0,type2,201432.0,6.0,273870.0,Personal Accident cover,51783.0,Maternity Cover,8.0,type5,7741375.0,5.0,2.0,1.0,6016355.0
1000305,597,14:54,verizon.net',Montreuil,2020-03-01,2,45,0,1,9,Refferal,linkedin.com,UC browser,tablet,samsung,error: Field 'devicedevicecategory' not found,credit_card,5,171-376-9537,gold,male,3,55931.77,married,car,no,own,no,pilot,527,60,45,39,15,0,Shatura,43,business,permanent,gold,6/4/2019,94117,56783,10297,57281,21929,42021,66957,31805,50929,80846,48748,65634,3,3,8,7,3,8,8,9,8,3,9,1,29820,hospital,food,2868063,68,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,3992959.0,0.5,48.0,1162649.0,5441479.0,0.5,116.0,1983736.0,,,,562375,4533792.0,4.5,9636487.0,4.0,,,,,,,,,,,,,,,,,,,,,,871903.0,13.0,6/17/2019,66.0,,,,,,,,,,,203338.0,42.0,9/27/2019,7345.0,other electronics,Metz-Huel,Ramalhal,samsung,152123.0,54.0,11/20/2019,3121.0,,,,,,7/1/2019,422453.0,35.0,food,hobby,7/30/2019,836505.0,19.0,,,,5/20/2019,208448.0,97.0,,,,domestic,22402.0,Sport Equipment Damage Coverage,1.0,Personal Accident Coverage,1298504.0,10.0,1.0,1.0,2599552.0,,,,,,,,,,Accidental Death Coverage Child Seat Replacement Coverage,34167.0,Riot Coverage,1.0,type2,516055.0,2.0,Car,9434970.0,,,,,,,,,,,,,,,,,,
1000212,188,12:23,hinet.net',Nueve de Julio,2020-02-17,2,65,1,0,8,Paid,google.com,safari,laptop,samsung,error: Field 'devicedevicecategory' not found,accounts,3,219-590-4983,gold,female,3,12844.69,unmarried,bike,no,own,no,doctor,342,65,91,22,10,1,Negara,36,employed,temporary,standard,5/19/2019,38819,35573,37078,51220,36611,82808,73659,81005,49110,80680,99136,26701,9,9,2,6,4,5,2,2,10,6,4,2,25712,food,tech,6068700,19,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,1768900,7783875.0,2.5,,,429336.0,15.0,9/14/2019,yamaha,Sawayn-Bauch,Chistopolâ€™,7593.0,,,,,,,,11458.0,53.0,8/1/2019,tata,Beahan LLC,Okiot,1163.0,,,,,651955.0,48.0,12/22/2019,7336.0,electronics,193554.0,19.0,5/12/2019,80334.0,travel,277766.0,85.0,4/11/2019,8639.0,mobile,"Schneider, Rempel and Block",Lyon,redmi,,,,,5/7/2019,254543.0,71.0,hobby,others,2/10/2020,408157.0,17.0,hobby,travel,4/28/2019,546351.0,93.0,,,,,,,5/19/2019,103220.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental Death Coverage,37141.0,Legal Expense Coverage Living Expense Coverage,10.0,type5,52591.0,6.0,225209.0,,,,,,,,,,
1000256,210,10:09,hinet.net',Karonga,2020-02-28,4,38,1,0,8,Refferal,google.com,opera,tablet,lenovo,error: Field 'devicedevicecategory' not found,accounts,7,170-748-8516,gold,male,5,95690.68,unmarried,bike,yes,own,no,engineer,535,57,84,63,7,1,Glinojeck,38,employed,permanent,gold,6/21/2019,85692,90836,88381,20614,57955,31361,95856,83038,65269,32864,21301,79610,6,1,4,2,8,3,5,3,1,1,10,9,29176,food,others,1230959,83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,4334546.0,4.0,13.0,1546914.0,9039309.0,5.5,55.0,57326.0,,,,940160,,,,,,,,,,,,749577.0,11.0,3/28/2019,duke,Christiansen and Sons,Cotaparaco,5784.0,44608.0,77.0,2/10/2020,maruti,Blanda-Deckow,Safakulevo,1396.0,,,,,,,,,,,,,,,118420.0,79.0,5/6/2019,3614.0,other electronics,"Yundt, Murphy and Denesik",KÃ¸benhavn,redmi,,,,,3/19/2019,411215.0,72.0,tech,travel,,,,,,4/16/2019,982559.0,17.0,8/3/2019,681260.0,38.0,,,,10/24/2019,441983.0,3.0,domestic,98295.0,Countries Prohibited Coverage,5.0,Hijacking Coverage,1689040.0,12.0,2.0,1.0,3131807.0,Ancillary Deductible Coverage,990715.0,Basic Deductible Coverage Open Content Coverage,2.0,,6856637.0,11.0,Apartment,3347088.0,Electronic Equipment Coverage,96829.0,Natural Calamity Coverage,1.0,type5,824079.0,5.0,Car,5028448.0,,,,,,,,,Personal Accident cover,123252.0,Personal Accident cover,3.0,type2,4555821.0,2.0,3.0,2.0,5490364.0
1000088,292,10:53,verizon.net',Sousa,2020-01-16,3,45,0,0,10,Direct,youtube.com,brave,tablet,lenovo,error: Field 'devicedevicecategory' not found,credit_card,6,310-585-9484,gold,female,1,81001.7,unmarried,bike,no,rented,no,driver,313,38,2,14,12,1,Changdai,36,employed,permanent,gold,5/21/2019,66049,68195,81918,71634,78850,36068,14814,52422,89769,15815,92778,29875,2,10,8,8,10,8,7,10,9,1,8,7,23725,hospital,hobby,2182343,63,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,7834097.0,0.5,182.0,879444,,,,,851620.0,68.0,4/9/2019,suzuki,Rutherford-Kilback,Majayjay,8727.0,886925.0,46.0,7/7/2019,suzuki,"Kutch, Abshire and Spencer",Zhixia,6420.0,,,,,,,,,,,,498576.0,19.0,7/24/2019,8640.0,electronics,242207.0,85.0,12/1/2019,602491.0,travel,,,,,,,,,184397.0,73.0,3/4/2020,5834.0,,,,,,,,,,,,,,6/2/2019,321735.0,28.0,,,,,,,international,27292.0,Lost Passport Coverage,3.0,Medical Coverage,3303364.0,11.0,1.0,1.0,3287542.0,Legal Expense Coverage Living Away Coverage,189224.0,Tenant Liability Coverage,5.0,Alternative Accommodation Coverage,5913192.0,9.0,Apartment,1710662.0,,,,,,,,,,Legal Expense Coverage Living Expense Coverage,89910.0,Legal Expense Coverage Living Expense Coverage,6.0,type2,329088.0,2.0,415330.0,Personal Accident cover,63461.0,Personal Accident cover,7.0,type4,9412322.0,8.0,3.0,2.0,7949617.0
1000069,230,16:47,comcastbusiness.net',Phra Phutthabat,2020-02-02,5,98,0,0,10,Direct,linkedin.com,UC browser,mobile,lenovo,error: Field 'devicedevicecategory' not found,deposits,7,415-326-6711,silver,female,0,92452.32,married,car,yes,own,no,farmer,311,51,72,25,14,0,Malinaw,38,employed,permanent,standard,5/25/2019,52639,87177,41640,61533,41286,14922,89456,45104,80556,85374,52871,94244,4,2,1,10,6,5,7,3,2,5,1,5,26694,food,tech,9896279,85,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,,,,,6362617.0,6.0,140.0,255570.0,,,,498516,,,1657625.0,0.5,,,,,,,,,,,,,,,46878.0,73.0,11/28/2019,tata,Dooley-Stamm,Huangji,4186.0,,,,,784430.0,59.0,6/8/2019,6878.0,travel,,,,,,,,,,,,,,,,,,5/13/2019,77160.0,97.0,tech,food,,,,,,,,,5/16/2019,924642.0,14.0,2/21/2020,138352.0,60.0,,,,,,,,,,,,,,Building Damage Coverage,969970.0,Legal Expense Coverage Living Away Coverage,3.0,Accident Coverage,1019417.0,3.0,Apartment,6245133.0,,,,,,,,,,Medical Coverage,70213.0,Lost Passport Coverage,4.0,type4,481197.0,9.0,392295.0,,,,,,,,,,
1000229,102,6:21,verizon.net',Centre de Flacq,2020-02-12,1,47,0,0,6,Display,youtube.com,opera,laptop,samsung,error: Field 'devicedevicecategory' not found,credit_card,5,614-375-3304,silver,male,4,36687.97,unmarried,bike,no,rented,yes,teacher,421,85,90,77,7,0,Dalinhe,35,business,temporary,gold,5/9/2019,70207,86302,33912,59025,39460,12938,22213,87014,89519,78331,85631,31943,4,7,10,1,5,7,3,8,8,7,3,9,21883,hobby,food,8047662,97,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,8368031.0,1.5,27.0,218194.0,6515117.0,6.0,117.0,267085.0,,,,447115,,,7428911.0,6.0,853512.0,58.0,3/25/2019,tvs,"Luettgen, Kuhic and Connelly",Zlatoust,8064.0,,,,,,,,71985.0,90.0,2/2/2020,maruti,Runolfsdottir Inc,Sinazongwe,9312.0,334128.0,18.0,3/8/2020,27.0,251265.0,81.0,6/2/2019,9125.0,travel,,,,,,391428.0,20.0,7/3/2019,4280.0,other electronics,Glover-Pacocha,Kebonagung,huwaei,,,,,,,,,,7/2/2019,169946.0,54.0,hobby,others,6/29/2019,949209.0,66.0,6/5/2019,716031.0,99.0,9/19/2019,941577.0,66.0,3/30/2019,339350.0,80.0,domestic,61180.0,Piste Closure Coverage,4.0,Hijacking Coverage,1099450.0,10.0,2.0,1.0,2574837.0,,,,,,,,,,Riot Coverage,63378.0,Third Party Property Damage Coverage,4.0,type3,561598.0,1.0,Motorbike,9816848.0,,,,,,,,,,,,,,,,,,
1000034,417,14:15,hinet.net',Gwangjeok,2020-02-21,5,13,0,0,10,Affiliates,facebook.com,chrome,mobile,micromax,error: Field 'devicedevicecategory' not found,deposits,6,498-127-9761,gold,female,5,45850.17,unmarried,car,no,rented,no,driver,489,1,90,20,5,0,Tegalsari,29,employed,permanent,standard,5/18/2019,67904,51292,92704,15991,83690,40577,30416,91556,42789,53445,65754,61289,9,9,3,4,3,2,10,5,6,3,5,1,22313,tech,hobby,7126504,68,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1556352.0,0.5,36.0,342307.0,1429185.0,4.5,4.0,263322.0,,,,1870397,,,3346835.0,0.5,,,,,,,,,,,,,,,63654.0,64.0,12/22/2019,hyundai,"Schmidt, Stiedemann and Welch",Habiganj,8134.0,,,,,793271.0,57.0,6/6/2019,5804.0,hospital,531352.0,82.0,9/22/2019,733061.0,food,25366.0,46.0,7/5/2019,3955.0,mobile,"Hegmann, Adams and Boehm",Caohezhang,samsung,,,,,,,,,,,,,,,7/28/2019,114002.0,2.0,,,,,,,,,,,,,,,,,,,,Alternative Accommodation Coverage,427741.0,No Claim bonus Coverage Packers Movers Coverage Personal belongings Coverage Stolen Key Coverage,3.0,,1420188.0,6.0,Apartment,9617722.0,,,,,,,,,,Accidental Death Coverage,13813.0,,6.0,type4,89950.0,11.0,273330.0,Critical illness cover,49095.0,Hospital cash,9.0,type5,9175862.0,7.0,2.0,1.0,4613695.0
